TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Custom Fall MugFall Mug, White glossy mug","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",9,USD,995,"coffe_lover_mug,camping_mug,campfire_mug,ceramic_mug,cute_mug,fall_coffee,personalized_mugs,personalized_tumbler,gift_for_her",,https://i.etsystatic.com/34205481/r/il/ef1f7d/4123450732/il_fullxfull.4123450732_nq4x.jpg,https://i.etsystatic.com/34205481/r/il/5c58fe/4171180875/il_fullxfull.4171180875_9rnz.jpg,https://i.etsystatic.com/34205481/r/il/96c517/4171109875/il_fullxfull.4171109875_tiy5.jpg,https://i.etsystatic.com/34205481/r/il/21b435/4171177891/il_fullxfull.4171177891_bhe5.jpg,https://i.etsystatic.com/34205481/r/il/b01080/4171177995/il_fullxfull.4171177995_cr2p.jpg,https://i.etsystatic.com/34205481/r/il/a66c4b/4123518502/il_fullxfull.4123518502_jxe2.jpg,https://i.etsystatic.com/34205481/r/il/e4f26d/4171178235/il_fullxfull.4171178235_k29l.jpg,https://i.etsystatic.com/34205481/r/il/7f30af/4171178357/il_fullxfull.4171178357_ybra.jpg,https://i.etsystatic.com/34205481/r/il/3f4722/4171178487/il_fullxfull.4171178487_rxhh.jpg,https://i.etsystatic.com/34205481/r/il/34533b/4171178693/il_fullxfull.4171178693_3ikp.jpg,,,,,,,630EB0607FB95_1320
"Champion Shirt, Football Mommas, Custom Champion Shirt,Men's  Champion T-Shirt","• Champion “C” logo patch on the left sleeve

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",33,USD,100,"custom_tee,football_shirt,football_mom,tee,custom_shirt,custom,fall_shirt,baseball_tee",,https://i.etsystatic.com/34205481/r/il/f5219a/4178844808/il_fullxfull.4178844808_5zed.jpg,https://i.etsystatic.com/34205481/r/il/54d363/4226613087/il_fullxfull.4226613087_esaj.jpg,https://i.etsystatic.com/34205481/r/il/4e84c0/4226495713/il_fullxfull.4226495713_8u55.jpg,https://i.etsystatic.com/34205481/r/il/f08ae5/4226495625/il_fullxfull.4226495625_a1w2.jpg,https://i.etsystatic.com/34205481/r/il/35f22a/4226495523/il_fullxfull.4226495523_g9gg.jpg,https://i.etsystatic.com/34205481/r/il/1d76f9/4226495479/il_fullxfull.4226495479_93pq.jpg,https://i.etsystatic.com/34205481/r/il/5f5c39/4178844506/il_fullxfull.4178844506_lpba.jpg,https://i.etsystatic.com/34205481/r/il/a8e414/4178960140/il_fullxfull.4178960140_96tw.jpg,https://i.etsystatic.com/34205481/r/il/e4f4ea/4226612005/il_fullxfull.4226612005_ciy7.jpg,https://i.etsystatic.com/34205481/r/il/b36577/4226612327/il_fullxfull.4226612327_a11w.jpg,Color,"Primary color","Oxford Grey Heather,White","Unisex shirt size",Size,"S,M,L,XL,2X","6328E795EB402_10562,6328E795EB402_10563,6328E795EB402_10564,6328E795EB402_10565,6328E795EB402_10566,6328E795EB402_10574,6328E795EB402_10575,6328E795EB402_10576,6328E795EB402_10577,6328E795EB402_10578"
"Women's Halloween Hoodie, Unisex Hoodie","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",29.5,USD,60,"halloween_hoodie,women's_hoodie,love_halloween,fall_hoodie,fall_sweatshirt,fall,custom_hoodie",,https://i.etsystatic.com/34205481/r/il/fff98d/4147899556/il_fullxfull.4147899556_8gt6.jpg,https://i.etsystatic.com/34205481/r/il/56c9f5/4178907152/il_fullxfull.4178907152_2auz.jpg,https://i.etsystatic.com/34205481/r/il/d07ee6/4195559989/il_fullxfull.4195559989_aqfx.jpg,https://i.etsystatic.com/34205481/r/il/d71269/4226523289/il_fullxfull.4226523289_84ov.jpg,https://i.etsystatic.com/34205481/r/il/436751/4226523651/il_fullxfull.4226523651_n5bk.jpg,https://i.etsystatic.com/34205481/r/il/b6352f/4226524077/il_fullxfull.4226524077_50do.jpg,https://i.etsystatic.com/34205481/r/il/53ad58/4226525571/il_fullxfull.4226525571_kb1u.jpg,https://i.etsystatic.com/34205481/r/il/55b325/4178875316/il_fullxfull.4178875316_njgg.jpg,https://i.etsystatic.com/34205481/r/il/8c0355/4226557317/il_fullxfull.4226557317_cqex.jpg,,"Unisex shirt size",Size,"S,M,L,XL,2X,3X",,,,"631A3B5BABE5D_10775,631A3B5BABE5D_10776,631A3B5BABE5D_10778,631A3B5BABE5D_13421,631A3B5BABE5D_10774,631A3B5BABE5D_10777"
"Soft Picnic Bag, Lake Bag, Tote Bag","Custom Tote Bag

This picnic bag has a unique look and coupled with your designs, it'll stand out from the crowd.

Be YOU, be unique!

YOU are Beautiful!

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",27.01,USD,999,"cute_and_trendy,personal_effect,tote_bag,tote_bags,birthday_gift,wedding_gift",,https://i.etsystatic.com/34205481/r/il/a89aee/3983684312/il_fullxfull.3983684312_mqrm.jpg,https://i.etsystatic.com/34205481/r/il/269645/4040896446/il_fullxfull.4040896446_ippi.jpg,https://i.etsystatic.com/34205481/r/il/4f48b4/3983684796/il_fullxfull.3983684796_pbn4.jpg,https://i.etsystatic.com/34205481/r/il/dae258/3983684884/il_fullxfull.3983684884_95p2.jpg,https://i.etsystatic.com/34205481/r/il/e19595/4054502373/il_fullxfull.4054502373_4k50.jpg,https://i.etsystatic.com/34205481/r/il/915b35/4006856400/il_fullxfull.4006856400_a471.jpg,https://i.etsystatic.com/34205481/r/il/b054d1/4006857000/il_fullxfull.4006857000_hwbo.jpg,https://i.etsystatic.com/34205481/r/il/7cf53a/4006857180/il_fullxfull.4006857180_2170.jpg,https://i.etsystatic.com/34205481/r/il/32da45/4054504057/il_fullxfull.4054504057_tlkf.jpg,https://i.etsystatic.com/34205481/r/il/ef220c/4006858262/il_fullxfull.4006858262_5ckg.jpg,,,,,,,90269832597151769984
"Christmas Baseball Tee, Women's Christmas Shirt3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,60,"Christmas,Pink_Christmas,Pink_Baseball,Custom_Shirts,Baseball_Mom_Tees,baseball_mom_shirts,baseball,custom_tshirts,baseball_tee,custom,graphic_tee,christmas_sweatshirt,gift_for_her",,https://i.etsystatic.com/34205481/r/il/bf996f/4171818152/il_fullxfull.4171818152_bblj.jpg,https://i.etsystatic.com/34205481/r/il/486f2b/4171818116/il_fullxfull.4171818116_bfp5.jpg,https://i.etsystatic.com/34205481/r/il/185fb8/4224206161/il_fullxfull.4224206161_fyto.jpg,https://i.etsystatic.com/34205481/r/il/681bbf/4224206271/il_fullxfull.4224206271_4iyk.jpg,https://i.etsystatic.com/34205481/r/il/da4465/4225566993/il_fullxfull.4225566993_6qo9.jpg,https://i.etsystatic.com/34205481/r/il/83d6f7/4225567237/il_fullxfull.4225567237_tapz.jpg,https://i.etsystatic.com/34205481/r/il/ab2acf/4177917668/il_fullxfull.4177917668_efu1.jpg,https://i.etsystatic.com/34205481/r/il/5ad8bb/4225567565/il_fullxfull.4225567565_fmwk.jpg,https://i.etsystatic.com/34205481/r/il/78af52/4225567753/il_fullxfull.4225567753_flct.jpg,https://i.etsystatic.com/34205481/r/il/2900f1/4225568039/il_fullxfull.4225568039_7r0d.jpg,"Women's clothing size",Size,"XS,S,M,L,XL,2X",,,,"632567CC8C6A0_8341,632567CC8C6A0_8343,632567CC8C6A0_8342,632567CC8C6A0_8344,632567CC8C6A0_8345,632567CC8C6A0_8346"
"Christmas Baseball Tee, Women's Christmas Shirt3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,60,"Christmas_Tee,Women's_Christmas,Christmas_Shirt,Christmas,Pink_Christmas,Pink_Baseball,tee,custom_shirt,custom,fall_shirt,baseball_tee,christmas_sweatshirt,gift_for_her",,https://i.etsystatic.com/34205481/r/il/b9640d/4176529620/il_fullxfull.4176529620_eash.jpg,https://i.etsystatic.com/34205481/r/il/4c1c90/4177932200/il_fullxfull.4177932200_fyu6.jpg,https://i.etsystatic.com/34205481/r/il/238a28/4224180675/il_fullxfull.4224180675_7j6i.jpg,https://i.etsystatic.com/34205481/r/il/dd472c/4224204319/il_fullxfull.4224204319_83p7.jpg,https://i.etsystatic.com/34205481/r/il/db2f09/4177929300/il_fullxfull.4177929300_j7e3.jpg,https://i.etsystatic.com/34205481/r/il/baf634/4177929438/il_fullxfull.4177929438_t5ts.jpg,https://i.etsystatic.com/34205481/r/il/7c6e55/4225579521/il_fullxfull.4225579521_g73p.jpg,https://i.etsystatic.com/34205481/r/il/1c753a/4177929734/il_fullxfull.4177929734_q224.jpg,https://i.etsystatic.com/34205481/r/il/d60eb5/4225580849/il_fullxfull.4225580849_mimr.jpg,,"Women's clothing size",Size,"XS,S,M,L,XL,2X",,,,"6327DBBD53BCD_8341,6327DBBD53BCD_8343,6327DBBD53BCD_8345,6327DBBD53BCD_8346,6327DBBD53BCD_8342,6327DBBD53BCD_8344"
"Custom Initial Metal Wall Decor,  Personalized  Metal Initial Wall Art, Personalized Trucker Metal Name Wall Decor, Great Father's Day Gift","Personalized Metal Initial Scroll Wall Decor

Personalized Metal Trucker Name Wall Decor

Custom Metal  Initial Scroll Wall Decor

Black metal initial scroll wall art-trucker wall art- Perfect for Father's Day

I hope you enjoy this CUSTOMIZED FOR YOU product

Shipping is between 1-3 days and FREE

Thank you for shopping at LushB Designs. I hope you loved it. Please rate and leave a comment as I love your feedback so I know what I need to add or change  to please YOU!

Remember YOU are beautiful
&
KNOW YOUR WORTHEvery order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.",58.97,USD,5,"Large_metal_art,oversized_metal_art,gift_for_him,fathers_day_gift,black_wall_art,cow_farm_art,long_haul_gift,man_gift,man_art,man_cave_art,initial_scroll_art,wedding_gift,groom_gift",metal,https://i.etsystatic.com/34205481/r/il/9b0a21/3942211915/il_fullxfull.3942211915_hx3w.jpg,https://i.etsystatic.com/34205481/r/il/1acb5c/4040903988/il_fullxfull.4040903988_jula.jpg,https://i.etsystatic.com/34205481/r/il/2e8bf0/3894721486/il_fullxfull.3894721486_sxps.jpg,https://i.etsystatic.com/34205481/r/il/de3203/3942211555/il_fullxfull.3942211555_s1k5.jpg,https://i.etsystatic.com/34205481/r/il/49ec34/3942212691/il_fullxfull.3942212691_akl1.jpg,https://i.etsystatic.com/34205481/r/il/2e68a2/3894721166/il_fullxfull.3894721166_9dq0.jpg,https://i.etsystatic.com/34205481/r/il/3011f5/3942215811/il_fullxfull.3942215811_k7ra.jpg,https://i.etsystatic.com/34205481/r/il/2c5c58/3998837693/il_fullxfull.3998837693_dpi7.jpg,https://i.etsystatic.com/34205481/r/il/28b801/3998838069/il_fullxfull.3998838069_tuz6.jpg,https://i.etsystatic.com/34205481/r/il/416270/3951176950/il_fullxfull.3951176950_in1u.jpg,Style,Style,"Trucker Monogram - Steel Sign Black,Trucker Monogram - Steel Sign Copper,Trucker Monogram - Steel Sign Silver,Trucker Monogram - Steel Sign Black / 18,Trucker Monogram - Steel Sign Copper / 18,Trucker Monogram - Steel Sign Silver / 18,Trucker Monogram - Steel Sign Black / 24,Trucker Monogram - Steel Sign Copper / 24,Trucker Monogram - Steel Sign Silver / 24,Trucker Monogram - Steel Sign Black / 30,Trucker Monogram - Steel Sign Copper / 30,Trucker Monogram - Steel Sign Silver / 30",,,,"SO-5882149,SO-5882151,SO-5882152,SO-5882153,SO-5882154,SO-5882157,SO-5882147,SO-5882148,SO-5882150,SO-5882155,SO-5882156,SO-5882158"
"Halloween Shirt, 3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,60,"Custom_Shirts,baseball_mom_shirts,baseball,custom_tshirts,baseball_tee,custom,graphic_tee,tee,custom_shirt,fall_shirt,halloween_shirt,halloween_sweatshirt",,https://i.etsystatic.com/34205481/r/il/2029a6/4207213967/il_fullxfull.4207213967_hldz.jpg,https://i.etsystatic.com/34205481/r/il/08e51d/4210304095/il_fullxfull.4210304095_bn8u.jpg,https://i.etsystatic.com/34205481/r/il/2b17c2/4159559082/il_fullxfull.4159559082_48zw.jpg,https://i.etsystatic.com/34205481/r/il/c05b43/4159559030/il_fullxfull.4159559030_dirz.jpg,https://i.etsystatic.com/34205481/r/il/a4a456/4210294287/il_fullxfull.4210294287_jr5x.jpg,https://i.etsystatic.com/34205481/r/il/4cf1cb/4162636506/il_fullxfull.4162636506_s1m9.jpg,https://i.etsystatic.com/34205481/r/il/a910df/4162636726/il_fullxfull.4162636726_2tkj.jpg,https://i.etsystatic.com/34205481/r/il/78dee6/4162641554/il_fullxfull.4162641554_ohny.jpg,https://i.etsystatic.com/34205481/r/il/7255d4/4162641728/il_fullxfull.4162641728_kdcz.jpg,https://i.etsystatic.com/34205481/r/il/bfd2b8/4210300111/il_fullxfull.4210300111_s46o.jpg,"Unisex shirt size",Size,"XS,S,M,L,XL,2X",,,,"631FE4C7123B6_8329,631FE4C7123B6_8330,631FE4C7123B6_8331,631FE4C7123B6_8333,631FE4C7123B6_8334,631FE4C7123B6_8332"
"Custom Engraved Silver Bar Chain Bracelet","This engraved bar chain bracelet with a sterling silver pendant can become anything you want it to be, from a meaningful gift for a loved one to a sleek accessory for your own use. The sharp engraving won't fade for a very long time, making the bracelet a guaranteed favorite in anyone's jewelry box.

• Sterling silver (AG-925) pendant and chain with coating
• Nickel-free pendant, chain, and coating
• Pendant size: 0.28″ × 1.22″ (7 × 31 mm)
• Pendant thickness: 0.02″ (0.5 mm)

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",33.5,USD,40,"custom_bracelet,personalized_jewelry,wedding_gift,bridesmaid_gift,birthday_gift,personal_gift",,https://i.etsystatic.com/34205481/r/il/0edaf6/4207230141/il_fullxfull.4207230141_om3b.jpg,https://i.etsystatic.com/34205481/r/il/42b698/4210287217/il_fullxfull.4210287217_n3a4.jpg,https://i.etsystatic.com/34205481/r/il/ad3e00/4207230059/il_fullxfull.4207230059_ghth.jpg,https://i.etsystatic.com/34205481/r/il/7a9955/4159574984/il_fullxfull.4159574984_3p6q.jpg,https://i.etsystatic.com/34205481/r/il/7c1a7f/4159574904/il_fullxfull.4159574904_jnnr.jpg,https://i.etsystatic.com/34205481/r/il/614c09/4210284731/il_fullxfull.4210284731_2iz9.jpg,https://i.etsystatic.com/34205481/r/il/e2bef5/4162626612/il_fullxfull.4162626612_q241.jpg,https://i.etsystatic.com/34205481/r/il/a64c7a/4210285145/il_fullxfull.4210285145_aho2.jpg,https://i.etsystatic.com/34205481/r/il/bcaca7/4162627184/il_fullxfull.4162627184_8uz3.jpg,https://i.etsystatic.com/34205481/r/il/18f4ae/4210286303/il_fullxfull.4210286303_5476.jpg,"Custom Property",Color,"Black Rhodium coatin,18K Rose Gold coatin,24K Gold coating,White Rhodium coatin",,,,"631FE6D5CB5AE_10050,631FE6D5CB5AE_10048,631FE6D5CB5AE_10052,631FE6D5CB5AE_10046"
"This Girl Loves Halloween Stainless steel tumbler","Enjoy hot or cold drinks on the go with this stylish stainless steel tumbler! This reusable tumbler with a metal straw is a perfect combo for hot or cold drinks at any time of the day.

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",29.5,USD,999,"personalized_mugs,personalized_tumbler,gift_for_her",,https://i.etsystatic.com/34205481/r/il/4c18f1/4154044006/il_fullxfull.4154044006_lpbe.jpg,https://i.etsystatic.com/34205481/r/il/484683/4203545185/il_fullxfull.4203545185_ggy5.jpg,https://i.etsystatic.com/34205481/r/il/6a8082/4201696995/il_fullxfull.4201696995_g9bb.jpg,https://i.etsystatic.com/34205481/r/il/355d49/4155882842/il_fullxfull.4155882842_4vwy.jpg,https://i.etsystatic.com/34205481/r/il/4033d9/4203538087/il_fullxfull.4203538087_p7nk.jpg,https://i.etsystatic.com/34205481/r/il/61ce87/4155883852/il_fullxfull.4155883852_nld1.jpg,https://i.etsystatic.com/34205481/r/il/7fcceb/4203538723/il_fullxfull.4203538723_3h9z.jpg,https://i.etsystatic.com/34205481/r/il/34a9ae/4155884310/il_fullxfull.4155884310_2orn.jpg,https://i.etsystatic.com/34205481/r/il/635cbe/4203539317/il_fullxfull.4203539317_6zdn.jpg,https://i.etsystatic.com/34205481/r/il/668160/4203539579/il_fullxfull.4203539579_eiao.jpg,,,,,,,631D34D7E8131_15005
"Women's Halloween Sweatshirt, Fall Custom Shirts, Halloween Shirt, Halloween Women's Sweatshirt.Unisex Premium Sweatshirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",27,USD,60,"halloween_sweatshirt,halloween,spooky_sweatshirt,women's_halloween,women's_sweatshirt,fall_shirt,halloween_shirt,halloween_gift",,https://i.etsystatic.com/34205481/r/il/36ff6e/4151613224/il_fullxfull.4151613224_i768.jpg,https://i.etsystatic.com/34205481/r/il/3e95e8/4153077722/il_fullxfull.4153077722_s76g.jpg,https://i.etsystatic.com/34205481/r/il/6fd277/4199264969/il_fullxfull.4199264969_o4j0.jpg,https://i.etsystatic.com/34205481/r/il/688139/4200722897/il_fullxfull.4200722897_ie6i.jpg,https://i.etsystatic.com/34205481/r/il/359eb6/4153071906/il_fullxfull.4153071906_q10e.jpg,https://i.etsystatic.com/34205481/r/il/ae2f66/4200725313/il_fullxfull.4200725313_6g1w.jpg,https://i.etsystatic.com/34205481/r/il/23aa1b/4200725467/il_fullxfull.4200725467_i1ce.jpg,https://i.etsystatic.com/34205481/r/il/b55244/4153074546/il_fullxfull.4153074546_cxco.jpg,https://i.etsystatic.com/34205481/r/il/6449f8/4153074706/il_fullxfull.4153074706_sd5j.jpg,https://i.etsystatic.com/34205481/r/il/9b04d6/4200726229/il_fullxfull.4200726229_sttz.jpg,"Unisex shirt size",Size,"S,M,L,XL,2X,3X",,,,"631BEC69E9C88_11250,631BEC69E9C88_11251,631BEC69E9C88_11252,631BEC69E9C88_11253,631BEC69E9C88_11249,631BEC69E9C88_13261"
"Fall Custom Shirts, Fall Sweatshirt, Women's Sweatshirt, Unisex Premium Sweatshirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",27,USD,60,"Women's_Sweatshirt,Fall_Sweatshirt,custom_sweatshirt,fall,custom_hoodie,mom_life,mom",,https://i.etsystatic.com/34205481/r/il/6f8955/4199275245/il_fullxfull.4199275245_tq7c.jpg,https://i.etsystatic.com/34205481/r/il/095651/4151623178/il_fullxfull.4151623178_4k4l.jpg,https://i.etsystatic.com/34205481/r/il/6f2b99/4199325001/il_fullxfull.4199325001_7p5f.jpg,https://i.etsystatic.com/34205481/r/il/85d800/4151671724/il_fullxfull.4151671724_ll60.jpg,https://i.etsystatic.com/34205481/r/il/c5ee09/4199275273/il_fullxfull.4199275273_7wqe.jpg,https://i.etsystatic.com/34205481/r/il/331619/4199316367/il_fullxfull.4199316367_jfp0.jpg,https://i.etsystatic.com/34205481/r/il/44f779/4199316771/il_fullxfull.4199316771_5lqb.jpg,https://i.etsystatic.com/34205481/r/il/cbf830/4199317681/il_fullxfull.4199317681_gy91.jpg,https://i.etsystatic.com/34205481/r/il/ecf451/4199317973/il_fullxfull.4199317973_lp0q.jpg,https://i.etsystatic.com/34205481/r/il/a43c22/4199320147/il_fullxfull.4199320147_dnq0.jpg,"Unisex shirt size",Size,"S,M,L,XL,2X,3X",,,,"631BEDE71AF35_11260,631BEDE71AF35_11261,631BEDE71AF35_11262,631BEDE71AF35_13260,631BEDE71AF35_11259,631BEDE71AF35_11263"
"Custom Football ShirtsCustom hoodie, Women's Football Hoodie, Unisex Hoodie","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",29.5,USD,60,"custom_hoodie,football_hoodie,women's_hoodie,mom_life,mom,football_mom,football_mom_shirt,football,fall_shirt,gift_for_her",,https://i.etsystatic.com/34205481/r/il/401471/4151545096/il_fullxfull.4151545096_m35h.jpg,https://i.etsystatic.com/34205481/r/il/13ac61/4151638408/il_fullxfull.4151638408_om4h.jpg,https://i.etsystatic.com/34205481/r/il/eb0bbe/4151545046/il_fullxfull.4151545046_lqeq.jpg,https://i.etsystatic.com/34205481/r/il/b8e2db/4199197063/il_fullxfull.4199197063_du64.jpg,https://i.etsystatic.com/34205481/r/il/b6aeb5/4151636276/il_fullxfull.4151636276_2irx.jpg,https://i.etsystatic.com/34205481/r/il/b13c30/4151636648/il_fullxfull.4151636648_mil8.jpg,https://i.etsystatic.com/34205481/r/il/432f45/4199288729/il_fullxfull.4199288729_bber.jpg,https://i.etsystatic.com/34205481/r/il/4a9bc6/4151637008/il_fullxfull.4151637008_c4lp.jpg,https://i.etsystatic.com/34205481/r/il/a40afa/4151637148/il_fullxfull.4151637148_jus1.jpg,https://i.etsystatic.com/34205481/r/il/69fe1e/4151637342/il_fullxfull.4151637342_m6yq.jpg,"Unisex shirt size",Size,"S,M,L,XL,2X,3X",,,,"631BE20D18B84_10774,631BE20D18B84_10775,631BE20D18B84_10776,631BE20D18B84_10777,631BE20D18B84_10778,631BE20D18B84_13421"
